seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss
2,logistic_regression,all_features,0.0,0.6903333333333334,0.69012228029572,1.5405641560675183
2,logistic_regression,all_features,-0.3,0.6026666666666667,0.6023135646898023,2.109405996289826
2,logistic_regression,all_features,-0.6,0.464,0.4634405426180037,2.7585662946917013
2,logistic_regression,all_features,-0.9,0.2763333333333333,0.2765508154863958,3.2701170984506502
2,rbf_svm,all_features,0.9,0.9943333333333333,0.9943619843005922,0.021609085460221167
2,rbf_svm,all_features,0.6,0.892,0.8918053074293253,0.4473370177103146
2,rbf_svm,all_features,0.3,0.787,0.7869623655913978,0.9986776185728052
2,rbf_svm,all_features,0.0,0.6833333333333333,0.6830841961018406,1.575191135812022
2,rbf_svm,all_features,-0.3,0.5976666666666667,0.5973097309730973,2.080532057603421
2,rbf_svm,all_features,-0.6,0.45566666666666666,0.45509024654102376,2.7446894571036817
2,rbf_svm,all_features,-0.9,0.265,0.26526633828805424,3.882036517431368
2,random_forest,all_features,0.9,0.9906666666666667,0.9906905063434622,0.04943646888651782
2,random_forest,all_features,0.6,0.828,0.8278288205352059,0.6908056377865875
2,random_forest,all_features,0.3,0.6906666666666667,0.6906201996927803,1.3075941800847188
2,random_forest,all_features,0.0,0.5733333333333334,0.5731394935886296,1.9478886791709356
2,random_forest,all_features,-0.3,0.46,0.45974597459745975,2.5495895729269566
2,random_forest,all_features,-0.6,0.2896666666666667,0.2894757444627911,3.447934828739464
2,random_forest,all_features,-0.9,0.057666666666666665,0.05779838454080855,4.776083581310793
2,gradient_boosting,all_features,0.9,0.9926666666666667,0.9926739356847921,0.0348331663244233
2,gradient_boosting,all_features,0.6,0.857,0.8566856726790387,1.0453292622702783
2,gradient_boosting,all_features,0.3,0.7283333333333334,0.7282066052227343,2.1093595048236553
2,gradient_boosting,all_features,0.0,0.6196666666666667,0.6193867450488504,3.1082597044540776
2,gradient_boosting,all_features,-0.3,0.5123333333333333,0.511994532786612,4.0705352288272465
2,gradient_boosting,all_features,-0.6,0.3423333333333333,0.34162016739736945,5.477639141091844
2,gradient_boosting,all_features,-0.9,0.10633333333333334,0.10673468054207808,7.742995897307507
2,mlp,all_features,0.9,0.9923333333333333,0.9923954465583145,0.11877201020073337
2,mlp,all_features,0.6,0.9003333333333333,0.8999921765225443,0.2607261061997999
2,mlp,all_features,0.3,0.807,0.8067823007339137,0.4216003613546341
2,mlp,all_features,0.0,0.716,0.715579970228875,0.584116794427482
2,mlp,all_features,-0.3,0.63,0.6293696036270293,0.7417269100254398
2,mlp,all_features,-0.6,0.51,0.5084232477367192,0.926671255799723
2,mlp,all_features,-0.9,0.348,0.348900423579072,1.0927826741287205
2,logistic_regression,stable_only,0.9,0.902,0.9020518403174909,0.20451071336821458
2,logistic_regression,stable_only,0.6,0.9083333333333333,0.9083228464655885,0.2015543713216266
